created_at,log_id,user_id,session_id,resolved_intent,intent_classifier_source,response_nlg_source,fallback_used,user_message,bot_response,params_json,step_event_count_in_session,step_event_click_count_in_session,step_event_book_count_in_session,recommendation_result_count_in_session,latest_recommendation_trace_count
2026-03-26T15:51:36.634472+00:00,98,QE8WW,,get_accommodation_recommendation_init,,,0,show default hotel suggestions,"Here are some suggested stays:
1. Top View Inn Bayawan - Matrimonial Room | H. Bollos St., Brgy. Poblacion, Bayawan City, Negros Oriental | PHP 950.00 per night | up to 2 guests
2. Top View Inn Bayawan - Single Room | H. Bollos St., Brgy. Poblacion, Bayawan City, Negros Oriental | PHP 700.00 per night | up to 1 guests
3. Top View Inn Bayawan - Family Room | H. Bollos St., Brgy. Poblacion, Bayawan City, Negros Oriental | PHP 1500.00 per night | up to 4 guests
To book, send: book room <room_id> for <guests> guests from <YYYY-MM-DD> to <YYYY-MM-DD>.
Example: book room 12 for 2 guests from 2026-03-10 to 2026-03-12.",{},0,0,0,0,0
2026-03-26T15:51:41.317834+00:00,99,QE8WW,,book_tour_via_link,,,0,show my tour bookings,"I can open tour booking for you. Please include a schedule ID.
Example: book tour sched00001",{},0,0,0,0,0
2026-03-26T15:52:00.634796+00:00,100,QE8WW,,get_recommendation,text_cnn_low_confidence,openai_nlg_disabled,1,what are the available tours?,"Top recommendations for you (CNN + Decision Tree):
1. Bayawan City Highlights Day Tour | Sched00001 | PHP 0.00 per guest | 1 day(s)
2. Bayawan Food and Culture Trail | Sched00003 | PHP 370.00 per guest | 1 day(s)
3. Bayawan Nature and Falls Day Tour | Sched00002 | PHP 444.00 per guest | 1 day(s)",{},0,0,0,0,0
2026-03-26T16:11:18.341295+00:00,101,QE8WW,,get_accommodation_recommendation_init,,,0,show default hotel suggestions,"Here are some suggested stays:
1. Riverside Travelers Lodge - Standard Double | Riverside Rd., Brgy. Villareal, Bayawan City, Negros Oriental | PHP 1300.00 per night | up to 2 guests
2. Riverside Travelers Lodge - Quad Room | Riverside Rd., Brgy. Villareal, Bayawan City, Negros Oriental | PHP 2200.00 per night | up to 4 guests
3. Top View Inn Bayawan - Family Room | H. Bollos St., Brgy. Poblacion, Bayawan City, Negros Oriental | PHP 1500.00 per night | up to 4 guests
To book, send: book room <room_id> for <guests> guests from <YYYY-MM-DD> to <YYYY-MM-DD>.
Example: book room 12 for 2 guests from 2026-03-10 to 2026-03-12.",{},0,0,0,0,0
2026-03-26T16:11:22.861825+00:00,102,QE8WW,,get_recommendation,text_cnn_low_confidence,openai_nlg_disabled,1,what are the available tours?,"Top recommendations for you (CNN + Decision Tree):
1. Bayawan City Highlights Day Tour | Sched00001 | PHP 0.00 per guest | 1 day(s)
2. Bayawan Food and Culture Trail | Sched00003 | PHP 370.00 per guest | 1 day(s)
3. Bayawan Nature and Falls Day Tour | Sched00002 | PHP 444.00 per guest | 1 day(s)",{},0,0,0,0,0
2026-03-29T12:30:33.013438+00:00,103,,,view_my_accommodation_bookings,,,0,show bookings,I found your admin dashboard. Click the button below to open it in a new tab.,{},0,0,0,0,0
2026-03-31T01:53:47.498826+00:00,104,WWCRR,,role_help,,,0,help,"Guest assistant mode is active. I can help you find and book hotels/inns in Bayawan.
Try: recommend a hotel in Bayawan for 2 guests under 2000.",{},0,0,0,0,0
2026-03-31T01:53:50.299542+00:00,105,Q56QE,,role_help,,,0,help,"Owner assistant mode is active. I can help you check your business side.
- Show my accommodations
- Show my rooms
- Show my bookings
- Open Owner Hub
- Show tourism information about <place>

For registration/edits, use Owner Hub.",{},0,0,0,0,0
2026-03-31T01:53:53.292944+00:00,106,,,open_dashboard,,,0,open dashboard,Opening your dashboard now.,{},0,0,0,0,0
2026-03-31T01:53:56.091201+00:00,107,,,open_dashboard,,,0,open dashboard,Opening your dashboard now.,{},0,0,0,0,0
2026-03-31T02:00:14.664979+00:00,108,,,admin_pending_accommodations,,,0,what are the pending accommodations today?,"Accommodation moderation summary: Pending 0, Accepted 11, Declined 2.",{},0,0,0,0,0
2026-03-31T02:11:12.401784+00:00,109,QE8WW,,get_accommodation_recommendation_init,,,0,show default hotel suggestions,"Here are some suggested stays:
1. Riverside Travelers Lodge - Quad Room | Riverside Rd., Brgy. Villareal, Bayawan City, Negros Oriental | PHP 2200.00 per night | up to 4 guests
2. Riverside Travelers Lodge - Standard Double | Riverside Rd., Brgy. Villareal, Bayawan City, Negros Oriental | PHP 1300.00 per night | up to 2 guests
3. Inn e08e9c - R1 | Bayawan | PHP 1200.00 per night | up to 2 guests
To book, send: book room <room_id> for <guests> guests from <YYYY-MM-DD> to <YYYY-MM-DD>.
Example: book room 12 for 2 guests from 2026-03-10 to 2026-03-12.",{},0,0,0,0,0
2026-03-31T02:23:12.868513+00:00,110,,,role_help,,,0,help,"Admin assistant mode is active.
I can answer tourism information, show moderation summaries, and help with quick navigation.
Use the Admin Dashboard for approvals, encoding, and reports.",{},0,0,0,0,0
2026-03-31T03:20:39.681797+00:00,111,0P2H1,,role_help,,,0,help,"Guest assistant mode is active. I can help you find and book hotels/inns in Bayawan.
Try: recommend a hotel in Bayawan for 2 guests under 2000.",{},0,0,0,0,0
2026-03-31T03:20:43.906843+00:00,112,0P2H1,,get_accommodation_recommendation,text_cnn_low_confidence,,1,find hotel in bayawan budget 1500 for 2 guests,"Please provide your check-in/check-out dates (YYYY-MM-DD), or indicate how many nights you plan to stay.","{""guests"": 2, ""budget"": 1500, ""location"": ""bayawan"", ""accom_name"": ""in bayawan budget 1500 for 2 guests"", ""company_type"": ""hotel""}",0,0,0,0,0
2026-03-31T03:20:46.094658+00:00,113,0P2H1,,view_my_accommodation_bookings,,,0,show my accommodation bookings,I found your hotel/inn bookings page. Click the button below to open it in a new tab.,{},0,0,0,0,0
2026-03-31T03:20:48.374950+00:00,114,J97QE,,role_help,,,0,help,"Owner assistant mode is active. I can help you check your business side.
- Show my accommodations
- Show my rooms
- Show my bookings
- Open reports and analytics
- Open Owner Hub
- Show tourism information about <place>

For registration/edits, use Owner Hub.",{},0,0,0,0,0
2026-03-31T03:20:50.566309+00:00,115,J97QE,,owner_room_overview,,,0,show my rooms,"You currently have 1 room(s) across 1 accepted accommodation(s). Total available slots: 2.
Your rooms:
- Smoke Inn | Smoke Room (Room 118) | PHP 900.00/night | Capacity: 2 pax | Available: 2 | Status: Available
Tip: Open Owner Hub > Manage Rooms to edit prices, pax, and availability.",{},0,0,0,0,0
2026-03-31T03:20:53.195350+00:00,116,J97QE,,open_owner_reports_analytics,,,0,open reports and analytics,I found your Reports & Analytics page. Click the button below to open it in a new tab.,{},0,0,0,0,0
2026-03-31T03:20:55.525352+00:00,117,J97QE,,view_my_accommodation_bookings,,,0,show my bookings,I found your accommodation-owner bookings page. Click the button below to open it in a new tab.,{},0,0,0,0,0
2026-03-31T03:20:57.715107+00:00,118,TNOAA,,role_help,,,0,help,"Guest assistant mode is active. I can help you find and book hotels/inns in Bayawan.
Try: recommend a hotel in Bayawan for 2 guests under 2000.",{},0,0,0,0,0
2026-03-31T03:21:00.378413+00:00,119,TNOAA,,view_my_accommodation_bookings,,,0,open accommodation bookings,I found your hotel/inn bookings page. Click the button below to open it in a new tab.,{},0,0,0,0,0
2026-03-31T03:21:03.325279+00:00,120,TNOAA,,get_recommendation,text_cnn_low_confidence,openai_nlg_disabled,1,open map,"Top recommendations for you (CNN + Decision Tree):
1. Bayawan City Highlights Day Tour | Sched00001 | PHP 0.00 per guest | 1 day(s)
2. Bayawan Food and Culture Trail | Sched00003 | PHP 370.00 per guest | 1 day(s)
3. Bayawan Nature and Falls Day Tour | Sched00002 | PHP 444.00 per guest | 1 day(s)",{},0,0,0,0,0
2026-03-31T03:21:05.732085+00:00,121,TNOAA,,get_recommendation,text_cnn_low_confidence,openai_nlg_disabled,1,open discounts,"Top recommendations for you (CNN + Decision Tree):
1. Bayawan City Highlights Day Tour | Sched00001 | PHP 0.00 per guest | 1 day(s)
2. Bayawan Food and Culture Trail | Sched00003 | PHP 370.00 per guest | 1 day(s)
3. Bayawan Nature and Falls Day Tour | Sched00002 | PHP 444.00 per guest | 1 day(s)",{},0,0,0,0,0
2026-03-31T03:21:08.054092+00:00,122,TNOAA,,get_recommendation,text_cnn_low_confidence,openai_nlg_disabled,1,open activity logs,"Top recommendations for you (CNN + Decision Tree):
1. Bayawan City Highlights Day Tour | Sched00001 | PHP 0.00 per guest | 1 day(s)
2. Bayawan Food and Culture Trail | Sched00003 | PHP 370.00 per guest | 1 day(s)
3. Bayawan Nature and Falls Day Tour | Sched00002 | PHP 444.00 per guest | 1 day(s)",{},0,0,0,0,0
2026-03-31T03:21:10.548765+00:00,123,TNOAA,,get_recommendation,text_cnn_low_confidence,openai_nlg_disabled,1,open tour list,"Top recommendations for you (CNN + Decision Tree):
1. Bayawan City Highlights Day Tour | Sched00001 | PHP 0.00 per guest | 1 day(s)
2. Bayawan Food and Culture Trail | Sched00003 | PHP 370.00 per guest | 1 day(s)
3. Bayawan Nature and Falls Day Tour | Sched00002 | PHP 444.00 per guest | 1 day(s)",{},0,0,0,0,0
2026-03-31T03:21:13.382759+00:00,124,TNOAA,,get_recommendation,text_cnn_low_confidence,openai_nlg_disabled,1,open traveler surveys,"Top recommendations for you (CNN + Decision Tree):
1. Bayawan City Highlights Day Tour | Sched00001 | PHP 0.00 per guest | 1 day(s)
2. Bayawan Food and Culture Trail | Sched00003 | PHP 370.00 per guest | 1 day(s)
3. Bayawan Nature and Falls Day Tour | Sched00002 | PHP 444.00 per guest | 1 day(s)",{},0,0,0,0,0
2026-03-31T03:21:15.527942+00:00,125,8DNHR,,role_help,,,0,help,"Guest assistant mode is active. I can help you find and book hotels/inns in Bayawan.
Try: recommend a hotel in Bayawan for 2 guests under 2000.",{},0,0,0,0,0
2026-03-31T03:21:17.853837+00:00,126,8DNHR,,get_recommendation,text_cnn_low_confidence,openai_nlg_disabled,1,open assigned tours,"Top recommendations for you (CNN + Decision Tree):
1. Bayawan City Highlights Day Tour | Sched00001 | PHP 0.00 per guest | 1 day(s)
2. Bayawan Food and Culture Trail | Sched00003 | PHP 370.00 per guest | 1 day(s)
3. Bayawan Nature and Falls Day Tour | Sched00002 | PHP 444.00 per guest | 1 day(s)",{},0,0,0,0,0
2026-03-31T03:21:20.323957+00:00,127,8DNHR,,get_recommendation,text_cnn_low_confidence,openai_nlg_disabled,1,open tour calendar,"Top recommendations for you (CNN + Decision Tree):
1. Bayawan City Highlights Day Tour | Sched00001 | PHP 0.00 per guest | 1 day(s)
2. Bayawan Food and Culture Trail | Sched00003 | PHP 370.00 per guest | 1 day(s)
3. Bayawan Nature and Falls Day Tour | Sched00002 | PHP 444.00 per guest | 1 day(s)",{},0,0,0,0,0
2026-03-31T03:21:23.186533+00:00,128,8DNHR,,get_recommendation,text_cnn_low_confidence,openai_nlg_disabled,1,open map,"Top recommendations for you (CNN + Decision Tree):
1. Bayawan City Highlights Day Tour | Sched00001 | PHP 0.00 per guest | 1 day(s)
2. Bayawan Food and Culture Trail | Sched00003 | PHP 370.00 per guest | 1 day(s)
3. Bayawan Nature and Falls Day Tour | Sched00002 | PHP 444.00 per guest | 1 day(s)",{},0,0,0,0,0
2026-03-31T03:21:25.512548+00:00,129,8DNHR,,get_recommendation,text_cnn_low_confidence,openai_nlg_disabled,1,open tour list,"Top recommendations for you (CNN + Decision Tree):
1. Bayawan City Highlights Day Tour | Sched00001 | PHP 0.00 per guest | 1 day(s)
2. Bayawan Food and Culture Trail | Sched00003 | PHP 370.00 per guest | 1 day(s)
3. Bayawan Nature and Falls Day Tour | Sched00002 | PHP 444.00 per guest | 1 day(s)",{},0,0,0,0,0
2026-03-31T03:21:27.873935+00:00,130,8DNHR,,get_recommendation,text_cnn_low_confidence,openai_nlg_disabled,1,open create tour,"Top recommendations for you (CNN + Decision Tree):
1. Bayawan City Highlights Day Tour | Sched00001 | PHP 0.00 per guest | 1 day(s)
2. Bayawan Food and Culture Trail | Sched00003 | PHP 370.00 per guest | 1 day(s)
3. Bayawan Nature and Falls Day Tour | Sched00002 | PHP 444.00 per guest | 1 day(s)",{},0,0,0,0,0
2026-03-31T03:28:29.169091+00:00,131,TNOAA,,role_help,,,0,help,"Admin assistant mode is active.
I can answer tourism information, show moderation summaries, and help with quick navigation.
Use the Admin Dashboard for approvals, encoding, and reports.",{},0,0,0,0,0
2026-03-31T03:28:31.972766+00:00,132,TNOAA,,admin_map,,,0,open map,I found the Map page. Click the button below to open it in a new tab.,{},0,0,0,0,0
2026-03-31T03:28:34.114421+00:00,133,TNOAA,,admin_discounts,,,0,open discounts,I found the Discounts page. Click the button below to open it in a new tab.,{},0,0,0,0,0
2026-03-31T03:28:37.283748+00:00,134,TNOAA,,admin_activity_logs,,,0,open activity logs,I found the Activity Logs page. Click the button below to open it in a new tab.,{},0,0,0,0,0
2026-03-31T03:28:39.644460+00:00,135,TNOAA,,admin_tour_list,,,0,open tour list,I found the Tour List page. Click the button below to open it in a new tab.,{},0,0,0,0,0
2026-03-31T03:28:43.389955+00:00,136,TNOAA,,admin_traveler_surveys,,,0,open traveler surveys,I found the Traveler Surveys page. Click the button below to open it in a new tab.,{},0,0,0,0,0
2026-03-31T03:28:46.184659+00:00,137,8DNHR,,role_help,,,0,help,"Employee assistant mode is active.
I can answer tourism information and guide role-based navigation.
Use the Employee Dashboard for operational tasks.",{},0,0,0,0,0
2026-03-31T03:28:48.663639+00:00,138,8DNHR,,employee_assigned_tours,,,0,open assigned tours,I found your assigned tours page. Click the button below to open it in a new tab.,{},0,0,0,0,0
2026-03-31T03:28:53.456007+00:00,139,8DNHR,,employee_tour_calendar,,,0,open tour calendar,I found your tour calendar. Click the button below to open it in a new tab.,{},0,0,0,0,0
2026-03-31T03:28:55.816940+00:00,140,8DNHR,,employee_map,,,0,open map,I found the Map page. Click the button below to open it in a new tab.,{},0,0,0,0,0
2026-03-31T03:28:57.982101+00:00,141,8DNHR,,employee_tour_list,,,0,open tour list,I found the Tour List page. Click the button below to open it in a new tab.,{},0,0,0,0,0
2026-03-31T03:29:00.547441+00:00,142,8DNHR,,employee_create_tour,,,0,open create tour,I found the Create Tour page. Click the button below to open it in a new tab.,{},0,0,0,0,0
2026-03-31T03:30:21.954432+00:00,143,0P2H1,,role_help,,,0,help,"Guest assistant mode is active. I can help you find and book hotels/inns in Bayawan.
Try: recommend a hotel in Bayawan for 2 guests under 2000.",{},0,0,0,0,0
2026-03-31T03:30:24.406440+00:00,144,0P2H1,,view_my_accommodation_bookings,,,0,show my accommodation bookings,I found your hotel/inn bookings page. Click the button below to open it in a new tab.,{},0,0,0,0,0
2026-03-31T03:30:26.540986+00:00,145,J97QE,,role_help,,,0,help,"Owner assistant mode is active. I can help you check your business side.
- Show my accommodations
- Show my rooms
- Show my bookings
- Open reports and analytics
- Open Owner Hub
- Show tourism information about <place>

For registration/edits, use Owner Hub.",{},0,0,0,0,0
2026-03-31T03:30:28.728521+00:00,146,J97QE,,owner_room_overview,,,0,show my rooms,"You currently have 1 room(s) across 1 accepted accommodation(s). Total available slots: 2.
Your rooms:
- Smoke Inn | Smoke Room (Room 118) | PHP 900.00/night | Capacity: 2 pax | Available: 2 | Status: Available
Tip: Open Owner Hub > Manage Rooms to edit prices, pax, and availability.",{},0,0,0,0,0
2026-03-31T03:30:30.859918+00:00,147,J97QE,,open_owner_reports_analytics,,,0,open reports and analytics,I found your Reports & Analytics page. Click the button below to open it in a new tab.,{},0,0,0,0,0
2026-03-31T03:30:33.283970+00:00,148,J97QE,,view_my_accommodation_bookings,,,0,show my bookings,I found your accommodation-owner bookings page. Click the button below to open it in a new tab.,{},0,0,0,0,0
2026-03-31T03:59:16.274924+00:00,149,,,role_help,,,0,help,"Admin assistant mode is active.
I can answer tourism information, show moderation summaries, and help with quick navigation.
Use the Admin Dashboard for approvals, encoding, and reports.",{},0,0,0,0,0
2026-03-31T03:59:32.494476+00:00,150,,,admin_pending_accommodations,,,0,how many pending accommodations today?,"Accommodation moderation summary: Pending 0, Accepted 12, Declined 2.",{},0,0,0,0,0
2026-03-31T04:00:28.530213+00:00,151,QE8WW,,get_accommodation_recommendation_init,,,0,show default hotel suggestions,"Here are some suggested stays:
1. Inn e08e9c - R1 | Bayawan | PHP 1200.00 per night | up to 2 guests
2. Poblacion Central Suites - Executive Twin | National Highway, Brgy. Poblacion, Bayawan City, Negros Oriental | PHP 3400.00 per night | up to 5 guests
3. Riverside Travelers Lodge - Economy Single | Riverside Rd., Brgy. Villareal, Bayawan City, Negros Oriental | PHP 850.00 per night | up to 1 guests
To book, send: book room <room_id> for <guests> guests from <YYYY-MM-DD> to <YYYY-MM-DD>.
Example: book room 12 for 2 guests from 2026-03-10 to 2026-03-12.",{},0,0,0,0,0
2026-03-31T04:01:17.044988+00:00,152,QE8WW,,get_recommendation,text_cnn_low_confidence,openai_nlg_disabled,1,what are the available tours?,"Top recommendations for you (CNN + Decision Tree):
1. Bayawan City Highlights Day Tour | Sched00001 | PHP 0.00 per guest | 1 day(s)
2. Bayawan Food and Culture Trail | Sched00003 | PHP 370.00 per guest | 1 day(s)
3. Bayawan Nature and Falls Day Tour | Sched00002 | PHP 444.00 per guest | 1 day(s)",{},0,0,0,0,0
2026-03-31T04:01:49.219621+00:00,153,QE8WW,,book_tour_via_link,,,0,how can I book Bayawan Nature and Falls Day Tour or Sched00002?,I found Bayawan Nature and Falls Day Tour (Sched00002). Click the button below to open booking in a new tab.,{},0,0,0,0,0
2026-03-31T04:05:10.441147+00:00,154,QE8WW,,get_accommodation_recommendation_init,,,0,show default hotel suggestions,"Here are some suggested stays:
1. Top View Inn Bayawan - Single Room | H. Bollos St., Brgy. Poblacion, Bayawan City, Negros Oriental | PHP 700.00 per night | up to 1 guests
2. Riverside Travelers Lodge - Standard Double | Riverside Rd., Brgy. Villareal, Bayawan City, Negros Oriental | PHP 1300.00 per night | up to 2 guests
3. Poblacion Central Suites - Executive Twin | National Highway, Brgy. Poblacion, Bayawan City, Negros Oriental | PHP 3400.00 per night | up to 5 guests
To book, send: book room <room_id> for <guests> guests from <YYYY-MM-DD> to <YYYY-MM-DD>.
Example: book room 12 for 2 guests from 2026-03-10 to 2026-03-12.",{},0,0,0,0,0
2026-03-31T04:06:17.850501+00:00,155,QE8WW,,get_accommodation_recommendation_init,,,0,show default hotel suggestions,"Here are some suggested stays:
1. Poblacion Central Suites - Executive Twin | National Highway, Brgy. Poblacion, Bayawan City, Negros Oriental | PHP 3400.00 per night | up to 5 guests
2. Poblacion Central Suites - Premium Family Suite | National Highway, Brgy. Poblacion, Bayawan City, Negros Oriental | PHP 3400.00 per night | up to 5 guests
3. Riverside Travelers Lodge - Economy Single | Riverside Rd., Brgy. Villareal, Bayawan City, Negros Oriental | PHP 850.00 per night | up to 1 guests
To book, send: book room <room_id> for <guests> guests from <YYYY-MM-DD> to <YYYY-MM-DD>.
Example: book room 12 for 2 guests from 2026-03-10 to 2026-03-12.",{},0,0,0,0,0
2026-03-31T04:06:39.645853+00:00,156,QE8WW,,get_accommodation_recommendation,text_cnn_low_confidence,,1,give 10 inns available,"Based on your 1 past booking(s), I can apply similar preferences such as around PHP 3400, in National Highway, Brgy. Poblacion, Bayawan City, Negros Oriental. Would you like me to proceed with these defaults? Please reply Yes or No.","{""company_type"": ""inn""}",0,0,0,0,0
2026-03-31T04:06:57.872403+00:00,157,QE8WW,,get_recommendation,text_cnn_low_confidence,,1,no. give list,"Based on your 1 past booking(s), I can apply similar preferences such as around PHP 3400, in National Highway, Brgy. Poblacion, Bayawan City, Negros Oriental. Would you like me to proceed with these defaults? Please reply Yes or No.","{""company_type"": ""inn""}",0,0,0,0,0
2026-03-31T04:07:09.033475+00:00,158,QE8WW,,get_recommendation,text_cnn_low_confidence,,1,no,Thank you. I have recorded the following details: accommodation type: inn. Please specify the area in Bayawan you would like me to prioritize.,"{""company_type"": ""inn""}",0,0,0,0,0
2026-03-31T04:08:09.958622+00:00,159,QE8WW,,get_recommendation,text_cnn_low_confidence,,1,near pedicab terminal,I couldn't map that place. Please specify the barangay or area in Bayawan.,"{""company_type"": ""inn"", ""location"": ""terminal area""}",0,0,0,0,0
2026-03-31T04:08:23.187233+00:00,160,QE8WW,,get_recommendation,text_cnn_low_confidence,,1,near terminal,"Based on your 1 past booking(s), I can apply similar preferences such as around PHP 3400. Would you like me to proceed with these defaults? Please reply Yes or No.","{""company_type"": ""inn"", ""location"": ""terminal area""}",0,0,0,0,0
2026-03-31T04:08:36.047672+00:00,161,QE8WW,,get_recommendation,text_cnn_low_confidence,,1,no,"Thank you. I have recorded the following details: accommodation type: inn; location: terminal area. Please provide your check-in/check-out dates (YYYY-MM-DD), or indicate how many nights you plan to stay.","{""company_type"": ""inn"", ""location"": ""terminal area""}",0,0,0,0,0
2026-03-31T04:09:24.812666+00:00,162,QE8WW,,get_recommendation,text_cnn_low_confidence,,1,april 14 2026. 3 nights,"Please provide both check-in and check-out dates (YYYY-MM-DD or Month DD, YYYY).","{""company_type"": ""inn"", ""location"": ""terminal area"", ""nights"": 3}",0,0,0,0,0
2026-03-31T04:10:13.322445+00:00,163,QE8WW,,get_recommendation,text_cnn_low_confidence,,1,"april 14, 2026 to april 17, 2026","Based on your 1 past booking(s), I can apply similar preferences such as around PHP 3400. Would you like me to proceed with these defaults? Please reply Yes or No.","{""company_type"": ""inn"", ""location"": ""terminal area"", ""nights"": 3, ""check_in"": ""2026-04-14"", ""check_out"": ""2026-04-17""}",0,0,0,0,0
2026-03-31T04:10:18.773031+00:00,164,QE8WW,,get_recommendation,text_cnn_low_confidence,,1,No,Thank you. I have recorded the following details: accommodation type: inn; location: terminal area; stay details received. Please indicate how many guests will stay in the room.,"{""company_type"": ""inn"", ""location"": ""terminal area"", ""nights"": 3, ""check_in"": ""2026-04-14"", ""check_out"": ""2026-04-17""}",0,0,0,0,0
2026-03-31T04:10:31.821598+00:00,165,QE8WW,,get_recommendation,text_cnn_low_confidence,,1,2 guests,Please provide your preferred budget per night in PHP.,"{""company_type"": ""inn"", ""location"": ""terminal area"", ""nights"": 3, ""check_in"": ""2026-04-14"", ""check_out"": ""2026-04-17"", ""guests"": 2}",0,0,0,0,0
2026-03-31T04:10:36.532361+00:00,166,QE8WW,,get_recommendation,text_cnn_low_confidence,openai_nlg_disabled,1,1500,"Thank you. I have recorded the following details: type: inn; location: terminal area; budget: PHP 1500.00; guests: 2.
I could not find a strong hotel/inn match at this time.

I found options outside your current location filter. If you want, send: broaden location","{""company_type"": ""inn"", ""location"": ""terminal area"", ""nights"": 3, ""check_in"": ""2026-04-14"", ""check_out"": ""2026-04-17"", ""guests"": 2, ""budget"": 1500, ""predicted_accommodation_type"": ""inn"", ""predicted_accommodation_confidence"": 0.25651291012763977}",0,0,0,0,0
2026-03-31T04:10:49.101829+00:00,167,QE8WW,,get_recommendation,text_cnn_low_confidence,openai_nlg_disabled,1,broaden location,"Top hotel/inn recommendations for you (CNN + Decision Tree):
1. Top View Inn Bayawan - Matrimonial Room | Room ID: 103 | H. Bollos St., Brgy. Poblacion, Bayawan City, Negros Oriental | PHP 950.00 per night | 2 pax
   Reasons: Within your budget (PHP 950.00 <= PHP 1500.00); Outside preferred location: H. Bollos St., Brgy. Poblacion, Bayawan City, Negros Oriental; Inn type match; Fits your guest count (2/2 pax)
2. Top View Inn Bayawan - Family Room | Room ID: 104 | H. Bollos St., Brgy. Poblacion, Bayawan City, Negros Oriental | PHP 1500.00 per night | 4 pax
   Reasons: Within your budget (PHP 1500.00 <= PHP 1500.00); Outside preferred location: H. Bollos St., Brgy. Poblacion, Bayawan City, Negros Oriental; Inn type match; Fits your guest count (2/4 pax)
3. Smoke Inn - Smoke Room | Room ID: 118 | Bayawan | PHP 900.00 per night | 2 pax
   Reasons: Within your budget (PHP 900.00 <= PHP 1500.00); Outside preferred location: Bayawan; Inn type match; Fits your guest count (2/2 pax)","{""company_type"": ""inn"", ""location"": ""terminal area"", ""nights"": 3, ""check_in"": ""2026-04-14"", ""check_out"": ""2026-04-17"", ""guests"": 2, ""budget"": 1500, ""predicted_accommodation_type"": ""inn"", ""predicted_accommodation_confidence"": 0.25651291012763977, ""broaden_location"": true}",0,0,0,0,0
2026-03-31T04:12:01.218097+00:00,168,QE8WW,,get_recommendation,text_cnn_low_confidence,openai_nlg_disabled,1,3,"Thank you. I have recorded the following details: type: inn; location: terminal area; budget: PHP 3.00; guests: 2.
I could not find a strong hotel/inn match at this time.","{""company_type"": ""inn"", ""location"": ""terminal area"", ""nights"": 3, ""check_in"": ""2026-04-14"", ""check_out"": ""2026-04-17"", ""guests"": 2, ""budget"": 3, ""predicted_accommodation_type"": ""inn"", ""predicted_accommodation_confidence"": 0.25651291012763977, ""broaden_location"": true}",0,0,0,0,0
2026-03-31T04:12:34.734219+00:00,169,QE8WW,,book_accommodation,text_cnn_low_confidence,openai_nlg_disabled,1,book room 118,"Booking Draft (Not yet saved)
Booking ID: Pending confirmation
Hotel: Smoke Inn
Room: Smoke Room (Room 118)
Check-in: 2026-04-14
Check-out: 2026-04-17
Nights: 3
Guests: 2
Rate per night: PHP 900.00
Estimated Total: PHP 2700.00
Booking Status: Awaiting confirmation
Payment Status: Unpaid
Estimated total: PHP 2700.00 for 3 nights.
Confirm booking to generate LGU billing reference/link? (Yes/No)","{""company_type"": ""inn"", ""location"": ""terminal area"", ""nights"": 3, ""check_in"": ""2026-04-14"", ""check_out"": ""2026-04-17"", ""guests"": 2, ""budget"": 3, ""predicted_accommodation_type"": ""inn"", ""predicted_accommodation_confidence"": 0.25651291012763977, ""broaden_location"": true, ""room_id"": ""118""}",0,0,0,0,0
2026-03-31T04:12:41.812384+00:00,170,QE8WW,,book_accommodation_confirmation,,,0,Yes,"Booking Receipt / Summary (Accommodation)
Booking ID: #46
Hotel: Smoke Inn
Room: Smoke Room (Room 118)
Check-in: 2026-04-14
Check-out: 2026-04-17
Nights: 3
Guests: 2
Rate per night: PHP 900.00
Estimated Total: PHP 2700.00
Booking Status: Pending
Payment Status: Unpaid
Billing / Payment Link: use the button/link provided in the chat.","{""room_id"": 118, ""check_in"": ""2026-04-14"", ""check_out"": ""2026-04-17"", ""guests"": 2}",0,0,0,0,0
2026-03-31T04:21:04.198804+00:00,171,X6ADR,,get_recommendation,text_cnn_low_confidence,openai_nlg_disabled,1,tours,"Top recommendations for you (CNN + Decision Tree):
1. Bayawan City Highlights Day Tour | Sched00001 | PHP 0.00 per guest | 1 day(s)
2. Bayawan Food and Culture Trail | Sched00003 | PHP 370.00 per guest | 1 day(s)
3. Bayawan Nature and Falls Day Tour | Sched00002 | PHP 444.00 per guest | 1 day(s)",{},0,0,0,0,0
2026-03-31T04:31:52.385530+00:00,172,0P2H1,,get_recommendation,text_cnn_low_confidence,openai_nlg_disabled,1,tours,"Top recommendations for you (CNN + Decision Tree):
1. Bayawan City Highlights Day Tour | Sched00001 | PHP 0.00 per guest | 1 day(s)
2. Bayawan Food and Culture Trail | Sched00003 | PHP 370.00 per guest | 1 day(s)
3. Bayawan Nature and Falls Day Tour | Sched00002 | PHP 444.00 per guest | 1 day(s)",{},0,0,0,0,0
2026-03-31T04:36:15.243326+00:00,173,F6AH1,,get_accommodation_recommendation,text_cnn_low_confidence,,1,give 10 inns available,"Based on your 1 past booking(s), I can apply similar preferences such as around PHP 3400, in National Highway, Brgy. Poblacion, Bayawan City. Would you like me to proceed with these defaults? Please reply Yes or No.","{""company_type"": ""inn""}",0,0,0,0,0
2026-03-31T04:36:17.461697+00:00,174,F6AH1,,get_recommendation,text_cnn_low_confidence,,1,no. give list,Thank you. I have recorded the following details: accommodation type: inn. Please specify the area in Bayawan you would like me to prioritize.,"{""company_type"": ""inn""}",0,0,0,0,0
